signal;signal_title;D;N_sens;arch;train_sens_time_s;train_sens_python_peak_mem_mb;train_sens_rss_peak_delta_mb;train_sens_rss_delta_mb;sim_time_s;sim_python_peak_mem_mb;sim_rss_peak_delta_mb;sim_rss_delta_mb;amp_corr_x;freq_corr_x;plv_x;mean_phase_deg_x;amp_corr_y;freq_corr_y;plv_y;mean_phase_deg_y;amp_corr_z;freq_corr_z;plv_z;mean_phase_deg_z;mean_amp_corr;mean_freq_corr;mean_plv;rmse_o1_g;rmse_ref_o1;rmse_ref_g
lorenz;Lorenz attractor;3;540;PC-EC;1,0669702039995173;23,209654808044434;31,54296875;7,40625;4,543466105999869;25,351534843444824;58,921875;52,015625;0,22143713832266032;0,4361382123802813;0,5976794516632313;0,4088423055567962;0,21954705141800496;0,358984449787043;0,5767656989555339;-0,14238283008061067;-0,04138268466284498;-0,05977309964103907;0,3259941773465172;4,812506515015812;0,13320050169260675;0,2451165208420951;0,5001464426550941;0,2707070112038648;0,37219643840436056;0,3069402332532991
lorenz;Lorenz attractor;3;540;PC-SC;1,0669702039995173;23,209654808044434;31,54296875;7,40625;5,803193749999991;35,05899620056152;16,8828125;13,62109375;0,22225455845452177;0,44558387020989193;0,59601740029816;0,013193322109888488;0,2207627008480855;0,1354169120294262;0,5727795319734952;-0,9355460874601431;-0,041057380656205025;-0,1106709810470472;0,32080949916300944;1,7186996426032848;0,13398662621546742;0,15677660039742367;0,4965354771448882;0,272660899378123;0,37219643840436056;0,30904771965888916
