signal,param,value,arch,rmse_o1_g_mean,rmse_o1_g_std,rmse_ref_g_mean,rmse_ref_g_std,rmse_ref_o1_mean,rmse_ref_o1_std,mean_amp_corr_mean,mean_amp_corr_std,mean_freq_corr_mean,mean_freq_corr_std,mean_plv_mean,mean_plv_std,mean_phase_deg_mean,mean_phase_deg_std,conv_threshold_time_s_mean,conv_threshold_time_s_std,conv_settle_time_s_mean,conv_settle_time_s_std,conv_reached_threshold_mean,conv_reached_threshold_std,steady_err_o1_g_mean,steady_err_o1_g_std,sim_time_s_mean,sim_time_s_std,sim_python_peak_mem_mb_mean,sim_python_peak_mem_mb_std,sim_rss_peak_delta_mb_mean,sim_rss_peak_delta_mb_std
lorenz,eta,0.01,PC-EC,2.135586574653389e+150,3.698944451261655e+150,2.135586574653389e+150,3.698944451261655e+150,0.3445725312199106,0.06105799634047225,0.3804205948417849,0.5467085284661497,0.3378698860383991,0.5718454335368923,0.41649248863908056,0.5178237938209698,35.79591816047235,45.96122290046898,0.533,,24.11566666666667,5.201924099151518,0.3333333333333333,0.5773502691896258,1.1300663751724152e+151,1.9573323777238156e+151,4.251049977665995,0.03910549742282173,27.269044876098633,1.9089498790587631,5.3828125,1.3155714155506961
lorenz,eta,0.01,PC-SC,inf,,inf,,0.3445725312199106,0.06105799634047225,0.33301449889096,0.5767980317362322,0.38879994827300196,0.32404802200055416,0.4582748082702379,0.5025609657418497,55.13808491960568,49.52319963272033,16.596666666666668,14.585230760373088,9.587,16.605171092162827,1.0,0.0,inf,,5.851400177666922,0.031705820040934474,34.04147434234619,1.1150789651397286,9.15234375,0.4531755090383719
lorenz,ridge_lambda_e,0.0001,PC-EC,0.01307439264040233,0.011656651501820976,0.34548762957208706,0.06069474939619662,0.3445725312199106,0.06105799634047225,0.9025236742144305,0.16421462117765442,0.8398357760211289,0.14880137456942324,0.9986199704817467,0.0018732058319130302,3.0196350256024687,1.8370968396024643,7.772666666666666,12.539471134514937,20.361666666666668,16.69408303361803,1.0,0.0,0.029964022711304963,0.031116158887361807,4.302144783666638,0.08764033463638146,26.53319199879964,0.96112837952287,3.25,0.46366052139637953
lorenz,ridge_lambda_e,0.0001,PC-SC,0.011051160670857723,0.009388895678814306,0.34565958037173816,0.061472659588413366,0.3445725312199106,0.06105799634047225,0.9008943362133418,0.16871109375666726,0.8239501272454408,0.19272945523822552,0.9991460831872091,0.0007800918839741351,2.145116438545378,0.8704367094811638,0.536,0.010440306508910546,20.358,16.700433886579113,1.0,0.0,0.023115219485913732,0.01854761916675015,5.82859685866606,0.067618980306428,34.17422389984131,0.919826598445496,7.764322916666667,0.8507408354343412
lorenz,ridge_lambda_e,0.01,PC-EC,0.01307439264040233,0.011656651501820976,0.34548762957208706,0.06069474939619662,0.3445725312199106,0.06105799634047225,0.9025236742144305,0.16421462117765442,0.8398357760211289,0.14880137456942324,0.9986199704817467,0.0018732058319130302,3.0196350256024687,1.8370968396024643,7.772666666666666,12.539471134514937,20.361666666666668,16.69408303361803,1.0,0.0,0.029964022711304963,0.031116158887361807,4.224979813666626,0.034319740227154116,26.522518793741863,0.9603720400681457,5.098958333333333,0.5251884969768195
lorenz,ridge_lambda_e,0.01,PC-SC,0.011062476714569204,0.009393308927098326,0.3456598205533652,0.061472478748313124,0.3445725312199106,0.06105799634047225,0.8994040197590625,0.17128642630305255,0.8239106655476673,0.19282045419771404,0.9991454955645294,0.0007740390709423278,2.1451777667081116,0.8707332042544,0.536,0.010440306508910546,20.358,16.700433886579113,1.0,0.0,0.023145639401143503,0.018560256767250784,5.828763408333543,0.07607644187516158,34.12080987294515,0.9127546675364594,9.524739583333334,0.8733708792422229
lorenz,ridge_lambda_e,0.1,PC-EC,0.01307439264040233,0.011656651501820976,0.34548762957208706,0.06069474939619662,0.3445725312199106,0.06105799634047225,0.9025236742144305,0.16421462117765442,0.8398357760211289,0.14880137456942324,0.9986199704817467,0.0018732058319130302,3.0196350256024687,1.8370968396024643,7.772666666666666,12.539471134514937,20.361666666666668,16.69408303361803,1.0,0.0,0.029964022711304963,0.031116158887361807,4.309752154666664,0.05982135260774008,26.543407440185547,0.9446466863313506,1.93359375,1.0114924940056094
lorenz,ridge_lambda_e,0.1,PC-SC,0.011079018268049044,0.009401146076320867,0.34566041774466844,0.061470344017657594,0.3445725312199106,0.06105799634047225,0.8982086264992656,0.17334937414188203,0.8230002019551256,0.19406259498162548,0.9991357150398499,0.0007821472711831031,2.1482619008464883,0.870174575023701,0.536,0.010440306508910546,20.356333333333335,16.703320637925064,1.0,0.0,0.02317965723656489,0.018558861298914944,5.783345000000433,0.04354091123373724,34.19935957590739,0.8855075283055073,6.35546875,1.192635124436247
lorenz,ridge_lambda_rec,0.0001,PC-EC,0.016684186571217563,0.014574429986647534,0.3855614381572292,0.015740684255937422,0.38388387490909937,0.014557869408783156,0.9800090565833225,0.027819508719480718,0.957722593418992,0.04325137132645995,0.9983550661916869,0.00166181480150674,2.5765239316632296,0.8067128108237149,10.132333333333333,16.62566763571717,20.048666666666666,16.459931540967396,1.0,0.0,0.03407860255264963,0.03171692452510801,4.345765160333637,0.06647164091153732,26.762524286905926,1.059202911154196,4.940104166666667,0.4570535072927959
lorenz,ridge_lambda_rec,0.0001,PC-SC,0.008778811451352628,0.003137759141422405,0.38495157814094716,0.015189622223874887,0.38388387490909937,0.014557869408783156,0.9538674337597149,0.07861912260928235,0.9047738843086979,0.15670955544887905,0.9994898324122778,0.0001109002519202322,2.650990798867579,2.5883495877670875,0.5383333333333334,0.014468356276140475,20.044666666666668,16.450451128565845,1.0,0.0,0.01727866361573274,0.007710830299214867,5.738120856000023,0.08636285720653697,34.16170692443848,0.9630220664861034,9.345052083333334,0.3407704080882696
