signal,param,value,arch,seed,N_sens,mean_amp_corr,mean_freq_corr,mean_plv,mean_phase_deg,rmse_o1_g,rmse_ref_o1,rmse_ref_g,conv_threshold_time_s,conv_settle_time_s,conv_reached_threshold,steady_err_o1_g,sim_time_s,sim_python_peak_mem_mb,sim_rss_peak_delta_mb,train_time_s
lorenz,cue_end,20.0,PC-EC,0,540,0.992627991980998,0.9783302160109626,0.9967928821385543,5.800797327349958,0.03428515198940739,0.38436282932548027,0.3873963163519726,14.491,29.533,True,0.057228907397379965,4.5436266449996765,23.071471214294434,0.37890625,1.0680147309994936
lorenz,cue_end,20.0,PC-SC,0,540,0.9989604326000783,0.9965465001972187,0.9994695669179384,2.106973446432626,0.012582336975726353,0.38436282932548027,0.38577718965322805,0.531,29.518,True,0.02102243814393747,6.291576864001399,32.1239595413208,5.83203125,1.0680147309994936
lorenz,cue_end,20.0,PC-EC,1,540,0.9992996997574767,0.9986487092560964,0.9997431790249492,1.1109359777790377,0.010074204274808613,0.45935720793251894,0.4599622752432288,0.529,29.616,True,0.016644586293230818,4.491364062001594,24.92683982849121,0.44140625,1.0808055729994521
lorenz,cue_end,20.0,PC-SC,1,540,0.9964086188216718,0.9930679198578733,0.9987090443456351,2.5552382136213208,0.023012058001265292,0.45935720793251894,0.460228843403937,0.548,29.627,True,0.038014199801854665,5.879684716001066,30.4963321685791,4.0625,1.0808055729994521
lorenz,cue_end,20.0,PC-EC,2,540,0.9976542675404702,0.9963929484640298,0.9994388649156365,2.1795179278024914,0.019282122897654595,0.40412623012710547,0.40377243445463373,0.537,30.0,True,0.033315452989244355,4.362505694998617,24.259343147277832,0.0,1.0149294620005094
lorenz,cue_end,20.0,PC-SC,2,540,0.9991866410573746,0.9986496457911292,0.9998047745867771,1.2591051940384401,0.01118675609938742,0.40412623012710547,0.40411837776741205,0.529,30.0,True,0.019328153662659064,5.818541702999937,32.30465507507324,5.578125,1.0149294620005094
lorenz,z_clip,0.0,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.082555883000168,25.534719467163086,0.0,1.0680147309994936
lorenz,z_clip,0.0,PC-SC,0,540,0.9992942894004734,0.9950362981917076,0.999396608660366,1.1463420706310994,0.009653261969352641,0.27426282284615766,0.27498856895405516,0.531,30.0,True,0.023992204667466075,5.582685456000036,34.58201026916504,5.8203125,1.0680147309994936
lorenz,z_clip,0.0,PC-EC,1,540,0.9994684875507832,0.8686566128885876,0.9996199197543016,1.1076821546604858,0.009230928316643865,0.384253708242322,0.38554398195284045,0.529,30.0,True,0.018053768380940124,4.0576633119999315,27.45469856262207,0.45703125,1.0808055729994521
lorenz,z_clip,0.0,PC-SC,1,540,0.9972949101788098,0.8617040041030813,0.9982770775603691,2.5449876222314702,0.021080774974860158,0.384253708242322,0.3867440367456353,0.548,30.0,True,0.04126812789521418,5.513725609998801,33.0692720413208,4.11328125,1.0808055729994521
lorenz,z_clip,0.0,PC-EC,2,540,0.7129211177415247,0.678732247335267,0.9997810124552448,4.771382761479484,0.003824806136658326,0.3752010625712522,0.37526376122479566,0.537,1.085,True,0.006562298457388221,3.9368103230008273,26.574040412902832,0.0,1.0149294620005094
lorenz,z_clip,0.0,PC-SC,2,540,0.7016228596979045,0.6149916943482133,0.9997628004728528,2.744203607261765,0.0024533931994948116,0.3752010625712522,0.37524685596040525,0.529,1.074,True,0.004176585640750255,5.667072295000253,34.71068000793457,5.62109375,1.0149294620005094
lorenz,z_clip,1.0,PC-EC,0,540,0.9951814173509833,0.972118467839532,0.9964589792356935,3.179840160667437,0.0261674434679048,0.27426282284615766,0.27565514553862525,22.252,30.0,True,0.06527600129558654,4.227752662000057,25.546052932739258,5.27734375,1.0680147309994936
lorenz,z_clip,1.0,PC-SC,0,540,0.9992942894004734,0.9950362981917076,0.999396608660366,1.1463420706310994,0.009653261969352641,0.27426282284615766,0.27498856895405516,0.531,30.0,True,0.023992204667466075,5.912992221999957,34.58211421966553,10.48828125,1.0680147309994936
