signal,param,value,arch,seed,N_sens,mean_amp_corr,mean_freq_corr,mean_plv,mean_phase_deg,rmse_o1_g,rmse_ref_o1,rmse_ref_g,conv_threshold_time_s,conv_settle_time_s,conv_reached_threshold,steady_err_o1_g,sim_time_s,sim_python_peak_mem_mb,sim_rss_peak_delta_mb,train_time_s
oscillator,eta,0.01,PC-SC,8,20,-0.40809305246231764,-0.1684899672038633,0.009916041571675846,33.51168263111096,2.8042655814937442e+137,0.6981160842875862,2.8042655814937442e+137,,30.0,False,6.2076331635888e+137,6.636313634000544,23.822782516479492,0.73046875,0.962633671999356
oscillator,eta,0.01,PC-EC,9,20,-0.0061353382317578965,0.01858379388273715,0.04417345118660127,8.06936358487363,17.66567508054708,0.1519522871775245,17.666135929172423,,29.713,False,31.012554792813244,5.463466929999413,18.362061500549316,0.26171875,0.9385116140001628
oscillator,eta,0.01,PC-SC,9,20,0.0,0.20114231286268983,0.018676842428511056,26.216921752650414,inf,0.1519522871775245,inf,,0.0,False,inf,6.875888059999852,24.72545623779297,0.18359375,0.9385116140001628
oscillator,eta,0.1,PC-EC,0,20,,,,,,0.19664340226687707,,2.281,0.0,True,,4.953754068999842,11.017826080322266,0.0,0.9347169290012971
oscillator,eta,0.1,PC-SC,0,20,,,,,,0.19664340226687707,,2.86,0.0,True,,6.9062390369981586,16.631433486938477,0.0,0.9347169290012971
oscillator,eta,0.1,PC-EC,1,20,,,,,,0.8988952223651023,,2.233,0.0,True,,5.158867893998831,9.922654151916504,0.0,0.8988812490024429
oscillator,eta,0.1,PC-SC,1,20,,,,,,0.8988952223651023,,2.25,0.0,True,,6.59341687000051,16.27061653137207,0.0,0.8988812490024429
oscillator,eta,0.1,PC-EC,2,20,,,,,,0.4657673143341868,,2.281,0.0,True,,4.6867194549995475,10.998651504516602,0.0,0.9349177250005596
oscillator,eta,0.1,PC-SC,2,20,,,,,,0.4657673143341868,,2.266,0.0,True,,7.109055704000639,16.719438552856445,0.0,0.9349177250005596
oscillator,eta,0.1,PC-EC,3,20,,,,,,0.4629445343351785,,2.543,0.0,True,,4.672231312000804,10.67485237121582,0.0,0.9194178949983325
oscillator,eta,0.1,PC-SC,3,20,,,,,,0.4629445343351785,,2.479,0.0,True,,6.09608173900051,16.52290153503418,0.00390625,0.9194178949983325
oscillator,eta,0.1,PC-EC,4,20,,,,,,0.8587204431591191,,2.527,0.0,True,,4.782398583000031,10.35350227355957,0.0,0.9538458479983092
oscillator,eta,0.1,PC-SC,4,20,,,,,,0.8587204431591191,,2.8080000000000003,0.0,True,,6.52689605499836,15.478381156921387,0.0,0.9538458479983092
oscillator,eta,0.1,PC-EC,5,20,,,,,,0.5985566610655327,,2.838,0.0,True,,5.2512370879994705,11.188281059265137,0.0,0.9423834869994607
oscillator,eta,0.1,PC-SC,5,20,,,,,,0.5985566610655327,,2.9370000000000003,0.0,True,,6.227760900001158,15.51915454864502,0.0,0.9423834869994607
oscillator,eta,0.1,PC-EC,6,20,,,,,,0.5577409504877844,,2.106,0.0,True,,4.761365713999112,10.811515808105469,0.0,0.9221352960012155
oscillator,eta,0.1,PC-SC,6,20,,,,,,0.5577409504877844,,3.141,0.0,True,,6.254854066999542,16.411895751953125,0.0,0.9221352960012155
oscillator,eta,0.1,PC-EC,7,20,,,,,,0.8211657585866632,,2.108,0.0,True,,5.2559256099993945,10.398974418640137,0.0,0.9935889369990036
oscillator,eta,0.1,PC-SC,7,20,,,,,,0.8211657585866632,,4.65,0.0,True,,6.482103039001231,15.168169975280762,0.0,0.9935889369990036
oscillator,eta,0.1,PC-EC,8,20,,,,,,0.6981160842875862,,2.1270000000000002,0.0,True,,4.8137961350003025,10.990923881530762,0.0,0.962633671999356
oscillator,eta,0.1,PC-SC,8,20,,,,,,0.6981160842875862,,2.459,0.0,True,,7.621270525,16.973708152770996,0.00390625,0.962633671999356
oscillator,eta,0.1,PC-EC,9,20,,,,,,0.1519522871775245,,2.267,0.0,True,,5.049730701000954,11.360796928405762,0.0,0.9385116140001628
oscillator,eta,0.1,PC-SC,9,20,,,,,,0.1519522871775245,,2.419,0.0,True,,6.745369440999639,16.87550640106201,0.0,0.9385116140001628
oscillator,tau_syn,0.01,PC-EC,0,20,0.977042142793799,0.3514385244217372,0.7168437868518656,1.1146431248434279,0.0270226293082926,0.8872753532412622,0.8874041017325587,6.596,6.7,True,0.037975012496472865,4.5915394549992925,15.23029613494873,0.0,0.9636724199990567
oscillator,tau_syn,0.01,PC-SC,0,20,0.97827697286721,0.21295382223830436,0.733958448425287,0.8120586573711381,0.02642694756150613,0.8872753532412622,0.8874272914189518,6.618,8.944,True,0.035442907989969026,7.350972243999422,22.579684257507324,0.0,0.9636724199990567
oscillator,tau_syn,0.01,PC-EC,1,20,0.9573037529518964,0.931597347801534,0.998676067870053,2.2654956450283805,0.04205561816085045,0.8749897822101148,0.8743817756607584,,1.03,False,0.0607977190862476,4.6423744870007795,15.00641918182373,0.0,0.9906369349992019
oscillator,tau_syn,0.01,PC-SC,1,20,0.9573588704481528,0.9347186134538435,0.9985778612741301,1.806224464378709,0.040544627639789714,0.8749897822101148,0.8748828858816664,,1.025,False,0.06240317720499867,7.633872654001607,22.60031032562256,0.06640625,0.9906369349992019
oscillator,tau_syn,0.01,PC-EC,2,20,0.6209391892388231,0.6172962952318855,0.3203820229785138,71.55051184526049,0.027870964341772955,0.9413684051834516,0.9419195250570812,,30.0,False,0.052086762764650164,4.719145090999518,14.841437339782715,0.00390625,0.95451117599805
oscillator,tau_syn,0.01,PC-SC,2,20,0.5098863553500493,0.4501470481978026,0.4345021674689371,73.68034258711795,0.05256827669058406,0.9413684051834516,0.9433226654205243,,30.0,False,0.10671176417319513,7.330119033998926,20.167044639587402,0.0,0.95451117599805
oscillator,tau_syn,0.01,PC-EC,3,20,0.23621692528520813,0.657714577219938,0.45912964869821515,29.863092516942544,0.026272990645147713,0.8956199756057054,0.8960379405499702,,30.0,False,0.0500741404589468,4.958508093997807,15.9495267868042,0.0,0.9578954720018373
oscillator,tau_syn,0.01,PC-SC,3,20,0.16177062318171653,0.6562036017203174,0.41230695175089105,44.92549580486198,0.036565911449739856,0.8956199756057054,0.8964496304271256,,30.0,False,0.0723520946938245,6.87790484099969,23.320990562438965,0.58984375,0.9578954720018373
